DateTime,Junction,Vehicles,ID
2016-01-22,Paud Road,25,88
2016-01-23,Paud Road,31,27
2016-01-24,Paud Road,20,49
2016-01-25,Paud Road,19,93
2016-01-26,Paud Road,27,23
2016-01-27,Paud Road,27,69
2016-01-28,Paud Road,26,77
2016-01-29,Paud Road,29,95
2016-01-30,Paud Road,25,48
2016-01-31,Paud Road,21,11
2016-02-01,Paud Road,19,66
2016-02-02,Paud Road,31,51
2016-02-03,Paud Road,28,56
2016-02-04,Paud Road,29,53
2016-02-05,Paud Road,34,59
2016-02-06,Paud Road,27,24
2016-02-07,Paud Road,26,7
2016-02-08,Paud Road,26,13
2016-02-09,Paud Road,45,78
2016-02-10,Paud Road,35,6
2016-02-11,Paud Road,34,24
2016-02-12,Paud Road,36,79
2016-02-13,Paud Road,26,10
2016-02-14,Paud Road,20,0
2016-02-15,Paud Road,22,50
2016-02-16,Paud Road,28,55
2016-02-17,Paud Road,28,94
2016-02-18,Paud Road,35,36
2016-02-19,Paud Road,30,66
2016-02-20,Paud Road,29,41
2016-02-21,Paud Road,24,17
2016-02-22,Paud Road,21,22
2016-02-23,Paud Road,31,39
2016-02-24,Paud Road,33,0
2016-02-25,Paud Road,34,88
2016-02-26,Paud Road,38,53
2016-02-27,Paud Road,28,16
2016-02-28,Paud Road,25,91
2016-02-29,Paud Road,26,51
2016-03-01,Paud Road,39,23
2016-03-02,Paud Road,36,61
2016-03-03,Paud Road,32,17
2016-03-04,Paud Road,33,42
2016-03-05,Paud Road,28,29
2016-03-06,Paud Road,24,45
2016-03-07,Paud Road,22,53
2016-03-08,Paud Road,28,65
2016-03-09,Paud Road,30,46
2016-03-10,Paud Road,28,70
2016-03-11,Paud Road,27,38
2016-03-12,Paud Road,24,50
2016-03-13,Paud Road,22,47
2016-03-14,Paud Road,24,30
2016-03-15,Paud Road,30,82
2016-03-16,Paud Road,24,81
2016-03-17,Paud Road,28,37
2016-03-18,Paud Road,27,35
2016-03-19,Paud Road,25,39
2016-03-20,Paud Road,21,52
2016-03-21,Paud Road,22,99
2016-03-22,Paud Road,30,7
2016-03-23,Paud Road,29,47
2016-03-24,Paud Road,25,60
2016-03-25,Paud Road,28,36
2016-03-26,Paud Road,24,38
2016-03-27,Paud Road,19,52
2016-03-28,Paud Road,22,80
2016-03-29,Paud Road,31,40
2016-03-30,Paud Road,33,41
2016-03-31,Paud Road,30,81
2016-04-01,Paud Road,30,92
2016-04-02,Paud Road,24,95
2016-04-03,Paud Road,21,67
2016-04-04,Paud Road,24,8
2016-04-05,Paud Road,29,74
2016-04-06,Paud Road,32,30
2016-04-07,Paud Road,25,61
2016-04-08,Paud Road,29,59
2016-04-09,Paud Road,24,76
2016-04-10,Paud Road,19,30
2016-04-11,Paud Road,21,95
2016-04-12,Paud Road,32,25
2016-04-13,Paud Road,33,37
2016-04-14,Paud Road,27,39
2016-04-15,Paud Road,29,72
2016-04-16,Paud Road,24,89
2016-04-17,Paud Road,25,62
2016-04-18,Paud Road,24,17
2016-04-19,Paud Road,34,91
2016-04-20,Paud Road,32,63
2016-04-21,Paud Road,29,22
2016-04-22,Paud Road,25,67
2016-04-23,Paud Road,28,77
2016-04-24,Paud Road,25,71
2016-04-25,Paud Road,24,59
2016-04-26,Paud Road,34,45
2016-04-27,Paud Road,29,86
2016-04-28,Paud Road,27,78
2016-04-29,Paud Road,29,72
2016-04-30,Paud Road,28,40
2016-05-01,Paud Road,23,34
2016-05-02,Paud Road,22,5
2016-05-03,Paud Road,31,49
2016-05-04,Paud Road,29,49
2016-05-05,Paud Road,30,23
2016-05-06,Paud Road,35,63
2016-05-07,Paud Road,31,99
2016-05-08,Paud Road,22,64
2016-05-09,Paud Road,29,88
2016-05-10,Paud Road,34,96
2016-05-11,Paud Road,36,58
2016-05-12,Paud Road,32,9
2016-05-13,Paud Road,31,54
2016-05-14,Paud Road,32,53
2016-05-15,Paud Road,22,33
2016-05-16,Paud Road,23,79
2016-05-17,Paud Road,38,62
2016-05-18,Paud Road,33,55
2016-05-19,Paud Road,31,29
2016-05-20,Paud Road,36,20
2016-05-21,Paud Road,27,82
2016-05-22,Paud Road,26,57
2016-05-23,Paud Road,25,69
2016-05-24,Paud Road,36,44
2016-05-25,Paud Road,35,6
2016-05-26,Paud Road,28,69
2016-05-27,Paud Road,35,87
2016-05-28,Paud Road,28,25
2016-05-29,Paud Road,19,77
2016-05-30,Paud Road,22,26
2016-05-31,Paud Road,27,66
2016-06-01,Paud Road,31,38
2016-06-02,Paud Road,28,10
2016-06-03,Paud Road,32,10
2016-06-04,Paud Road,27,19
2016-06-05,Paud Road,22,98
2016-06-06,Paud Road,28,97
2016-06-07,Paud Road,30,54
2016-06-08,Paud Road,34,46
2016-06-09,Paud Road,33,72
2016-06-10,Paud Road,35,67
2016-06-11,Paud Road,32,58
2016-06-12,Paud Road,17,88
2016-06-13,Paud Road,23,78
2016-06-14,Paud Road,34,17
2016-06-15,Paud Road,33,83
2016-06-16,Paud Road,30,96
2016-06-17,Paud Road,32,91
2016-06-18,Paud Road,33,25
2016-06-19,Paud Road,26,1
2016-06-20,Paud Road,25,24
2016-06-21,Paud Road,36,71
2016-06-22,Paud Road,38,10
2016-06-23,Paud Road,35,53
2016-06-24,Paud Road,29,53
2016-06-25,Paud Road,31,50
2016-06-26,Paud Road,24,90
2016-06-27,Paud Road,22,86
2016-06-28,Paud Road,33,63
2016-06-29,Paud Road,34,25
2016-06-30,Paud Road,38,59
2016-07-01,Paud Road,34,8
2016-07-02,Paud Road,26,24
2016-07-03,Paud Road,23,96
2016-07-04,Paud Road,19,92
2016-07-05,Paud Road,28,11
2016-07-06,Paud Road,35,30
2016-07-07,Paud Road,33,89
2016-07-08,Paud Road,32,26
2016-07-09,Paud Road,31,28
2016-07-10,Paud Road,26,75
2016-07-11,Paud Road,24,22
2016-07-12,Paud Road,40,36
2016-07-13,Paud Road,36,24
2016-07-14,Paud Road,36,36
2016-07-15,Paud Road,41,30
2016-07-16,Paud Road,33,1
2016-07-17,Paud Road,23,3
2016-07-18,Paud Road,26,57
2016-07-19,Paud Road,35,71
2016-07-20,Paud Road,44,95
2016-07-21,Paud Road,40,93
2016-07-22,Paud Road,39,2
2016-07-23,Paud Road,36,26
2016-07-24,Paud Road,27,34
2016-07-25,Paud Road,28,56
2016-07-26,Paud Road,39,86
2016-07-27,Paud Road,40,9
2016-07-28,Paud Road,42,50
2016-07-29,Paud Road,41,17
2016-07-30,Paud Road,37,77
2016-07-31,Paud Road,27,4
2016-08-01,Paud Road,27,95
2016-08-02,Paud Road,37,4
2016-08-03,Paud Road,41,96
2016-08-04,Paud Road,43,35
2016-08-05,Paud Road,38,83
2016-08-06,Paud Road,34,2
2016-08-07,Paud Road,22,79
2016-08-08,Paud Road,28,84
2016-08-09,Paud Road,40,62
2016-08-10,Paud Road,37,90
2016-08-11,Paud Road,34,29
2016-08-12,Paud Road,35,86
2016-08-13,Paud Road,34,57
2016-08-14,Paud Road,23,42
2016-08-15,Paud Road,31,82
2016-08-16,Paud Road,37,22
2016-08-17,Paud Road,42,56
2016-08-18,Paud Road,45,74
2016-08-19,Paud Road,39,55
2016-08-20,Paud Road,29,73
2016-08-21,Paud Road,28,17
2016-08-22,Paud Road,25,24
2016-08-23,Paud Road,43,31
2016-08-24,Paud Road,42,86
2016-08-25,Paud Road,16,52
2016-08-26,Paud Road,38,8
2016-08-27,Paud Road,36,75
2016-08-28,Paud Road,26,57
2016-08-29,Paud Road,31,56
2016-08-30,Paud Road,43,30
2016-08-31,Paud Road,41,26
2016-09-01,Paud Road,43,57
2016-09-02,Paud Road,42,46
2016-09-03,Paud Road,34,54
2016-09-04,Paud Road,25,19
2016-09-05,Paud Road,31,8
2016-09-06,Paud Road,31,85
2016-09-07,Paud Road,46,26
2016-09-08,Paud Road,41,8
2016-09-09,Paud Road,40,84
2016-09-10,Paud Road,36,31
2016-09-11,Paud Road,29,11
2016-09-12,Paud Road,34,85
2016-09-13,Paud Road,42,11
2016-09-14,Paud Road,45,6
2016-09-15,Paud Road,40,96
2016-09-16,Paud Road,40,58
2016-09-17,Paud Road,48,67
2016-09-18,Paud Road,36,31
2016-09-19,Paud Road,37,3
2016-09-20,Paud Road,48,36
2016-09-21,Paud Road,45,32
2016-09-22,Paud Road,53,69
2016-09-23,Paud Road,50,45
2016-09-24,Paud Road,51,29
2016-09-25,Paud Road,33,55
2016-09-26,Paud Road,43,77
2016-09-27,Paud Road,51,41
2016-09-28,Paud Road,48,78
2016-09-29,Paud Road,51,70
2016-09-30,Paud Road,49,97
2016-10-01,Paud Road,49,99
2016-10-02,Paud Road,37,10
2016-10-03,Paud Road,37,63
2016-10-04,Paud Road,54,56
2016-10-05,Paud Road,54,24
2016-10-06,Paud Road,46,47
2016-10-07,Paud Road,48,82
2016-10-08,Paud Road,41,32
2016-10-09,Paud Road,32,71
2016-10-10,Paud Road,37,86
2016-10-11,Paud Road,44,78
2016-10-12,Paud Road,52,23
2016-10-13,Paud Road,50,40
2016-10-14,Paud Road,50,86
2016-10-15,Paud Road,40,86
2016-10-16,Paud Road,37,77
2016-10-17,Paud Road,39,70
2016-10-18,Paud Road,51,20
2016-10-19,Paud Road,55,81
2016-10-20,Paud Road,60,15
2016-10-21,Paud Road,54,38
2016-10-22,Paud Road,45,46
2016-10-23,Paud Road,39,51
2016-10-24,Paud Road,41,96
2016-10-25,Paud Road,55,57
2016-10-26,Paud Road,51,51
2016-10-27,Paud Road,55,60
2016-10-28,Paud Road,50,11
2016-10-29,Paud Road,49,42
2016-10-30,Paud Road,38,48
2016-10-31,Paud Road,36,14
2016-11-01,Paud Road,52,98
2016-11-02,Paud Road,54,54
2016-11-03,Paud Road,47,79
2016-11-04,Paud Road,51,25
2016-11-05,Paud Road,48,60
2016-11-06,Paud Road,38,66
2016-11-07,Paud Road,46,94
2016-11-08,Paud Road,56,96
2016-11-09,Paud Road,50,2
2016-11-10,Paud Road,48,66
2016-11-11,Paud Road,49,59
2016-11-12,Paud Road,42,18
2016-11-13,Paud Road,38,76
2016-11-14,Paud Road,44,25
2016-11-15,Paud Road,56,31
2016-11-16,Paud Road,52,95
2016-11-17,Paud Road,53,77
2016-11-18,Paud Road,54,36
2016-11-19,Paud Road,46,16
2016-11-20,Paud Road,37,45
2016-11-21,Paud Road,44,51
2016-11-22,Paud Road,53,42
2016-11-23,Paud Road,53,79
2016-11-24,Paud Road,47,43
2016-11-25,Paud Road,43,75
2016-11-26,Paud Road,37,42
2016-11-27,Paud Road,39,76
2016-11-28,Paud Road,43,39
2016-11-29,Paud Road,60,85
2016-11-30,Paud Road,62,22
2016-12-01,Paud Road,56,96
2016-12-02,Paud Road,58,5
2016-12-03,Paud Road,60,81
2016-12-04,Paud Road,45,36
2016-12-05,Paud Road,51,86
2016-12-06,Paud Road,55,45
2016-12-07,Paud Road,56,80
2016-12-08,Paud Road,60,11
2016-12-09,Paud Road,58,0
2016-12-10,Paud Road,53,44
2016-12-11,Paud Road,41,57
2016-12-12,Paud Road,41,61
2016-12-13,Paud Road,56,36
2016-12-14,Paud Road,54,75
2016-12-15,Paud Road,56,31
2016-12-16,Paud Road,45,56
2016-12-17,Paud Road,48,73
2016-12-18,Paud Road,32,80
2016-12-19,Paud Road,38,87
2016-12-20,Paud Road,39,68
2016-12-21,Paud Road,52,3
2016-12-22,Paud Road,51,82
2016-12-23,Paud Road,40,1
2016-12-24,Paud Road,36,50
2016-12-25,Paud Road,26,28
2016-12-26,Paud Road,24,0
2016-12-27,Paud Road,33,23
2016-12-28,Paud Road,39,4
2016-12-29,Paud Road,39,10
2016-12-30,Paud Road,43,73
2016-12-31,Paud Road,35,53
2017-01-01,Paud Road,23,83
2017-01-02,Paud Road,29,10
2017-01-03,Paud Road,38,95
2017-01-04,Paud Road,51,31
2017-01-05,Paud Road,50,91
2017-01-06,Paud Road,51,36
2017-01-07,Paud Road,49,14
2017-01-08,Paud Road,33,75
2017-01-09,Paud Road,55,62
2017-01-10,Paud Road,61,98
2017-01-11,Paud Road,54,16
2017-01-12,Paud Road,54,86
2017-01-13,Paud Road,57,11
2017-01-14,Paud Road,45,80
2017-01-15,Paud Road,37,83
2017-01-16,Paud Road,39,96
2017-01-17,Paud Road,58,92
2017-01-18,Paud Road,58,59
2017-01-19,Paud Road,57,69
2017-01-20,Paud Road,62,0
2017-01-21,Paud Road,48,5
2017-01-22,Paud Road,44,91
2017-01-23,Paud Road,50,23
2017-01-24,Paud Road,60,1
2017-01-25,Paud Road,56,46
2017-01-26,Paud Road,61,45
2017-01-27,Paud Road,57,59
2017-01-28,Paud Road,57,59
2017-01-29,Paud Road,45,91
2017-01-30,Paud Road,49,13
2017-01-31,Paud Road,67,11
2017-02-01,Paud Road,60,35
2017-02-02,Paud Road,64,9
2017-02-03,Paud Road,61,66
2017-02-04,Paud Road,55,37
2017-02-05,Paud Road,41,21
2017-02-06,Paud Road,43,55
2017-02-07,Paud Road,64,64
2017-02-08,Paud Road,58,75
2017-02-09,Paud Road,57,63
2017-02-10,Paud Road,63,49
2017-02-11,Paud Road,56,75
2017-02-12,Paud Road,37,73
2017-02-13,Paud Road,47,47
2017-02-14,Paud Road,59,65
2017-02-15,Paud Road,56,63
2017-02-16,Paud Road,55,99
2017-02-17,Paud Road,56,94
2017-02-18,Paud Road,54,74
2017-02-19,Paud Road,44,51
2017-02-20,Paud Road,42,38
2017-02-21,Paud Road,60,34
2017-02-22,Paud Road,62,63
2017-02-23,Paud Road,57,91
2017-02-24,Paud Road,64,69
2017-02-25,Paud Road,54,81
2017-02-26,Paud Road,42,96
2017-02-27,Paud Road,45,8
2017-02-28,Paud Road,60,81
2017-03-01,Paud Road,57,89
2017-03-02,Paud Road,54,65
2017-03-03,Paud Road,56,16
2017-03-04,Paud Road,54,6
2017-03-05,Paud Road,44,73
2017-03-06,Paud Road,45,34
2017-03-07,Paud Road,55,41
2017-03-08,Paud Road,61,92
2017-03-09,Paud Road,59,37
2017-03-10,Paud Road,60,32
2017-03-11,Paud Road,52,26
2017-03-12,Paud Road,40,45
2017-03-13,Paud Road,44,39
2017-03-14,Paud Road,56,14
2017-03-15,Paud Road,59,64
2017-03-16,Paud Road,61,6
2017-03-17,Paud Road,56,65
2017-03-18,Paud Road,51,87
2017-03-19,Paud Road,41,70
2017-03-20,Paud Road,49,47
2017-03-21,Paud Road,64,95
2017-03-22,Paud Road,64,38
2017-03-23,Paud Road,68,56
2017-03-24,Paud Road,62,73
2017-03-25,Paud Road,56,53
2017-03-26,Paud Road,45,13
2017-03-27,Paud Road,44,96
2017-03-28,Paud Road,66,84
2017-03-29,Paud Road,61,53
2017-03-30,Paud Road,68,10
2017-03-31,Paud Road,58,61
2017-04-01,Paud Road,53,7
2017-04-02,Paud Road,48,55
2017-04-03,Paud Road,53,32
2017-04-04,Paud Road,62,23
2017-04-05,Paud Road,66,98
2017-04-06,Paud Road,62,47
2017-04-07,Paud Road,63,28
2017-04-08,Paud Road,51,80
2017-04-09,Paud Road,47,92
2017-04-10,Paud Road,54,13
2017-04-11,Paud Road,61,83
2017-04-12,Paud Road,66,13
2017-04-13,Paud Road,63,44
2017-04-14,Paud Road,56,39
2017-04-15,Paud Road,48,27
2017-04-16,Paud Road,43,39
2017-04-17,Paud Road,43,74
2017-04-18,Paud Road,61,3
2017-04-19,Paud Road,59,19
2017-04-20,Paud Road,63,46
2017-04-21,Paud Road,59,34
2017-04-22,Paud Road,55,29
2017-04-23,Paud Road,46,16
2017-04-24,Paud Road,50,67
2017-04-25,Paud Road,63,39
2017-04-26,Paud Road,61,38
2017-04-27,Paud Road,65,44
2017-04-28,Paud Road,60,78
2017-04-29,Paud Road,52,5
2017-04-30,Paud Road,42,18
2017-05-01,Paud Road,49,28
2017-05-02,Paud Road,59,81
2017-05-03,Paud Road,68,24
2017-05-04,Paud Road,62,48
2017-05-05,Paud Road,61,62
2017-05-06,Paud Road,53,38
2017-05-07,Paud Road,43,56
2017-05-08,Paud Road,43,11
2017-05-09,Paud Road,64,48
2017-05-10,Paud Road,64,46
2017-05-11,Paud Road,65,40
2017-05-12,Paud Road,76,67
2017-05-13,Paud Road,59,81
2017-05-14,Paud Road,42,72
2017-05-15,Paud Road,44,40
2017-05-16,Paud Road,64,33
2017-05-17,Paud Road,60,22
2017-05-18,Paud Road,61,9
2017-05-19,Paud Road,66,44
2017-05-20,Paud Road,56,85
2017-05-21,Paud Road,40,64
2017-05-22,Paud Road,47,68
2017-05-23,Paud Road,74,48
2017-05-24,Paud Road,71,21
2017-05-25,Paud Road,65,1
2017-05-26,Paud Road,70,53
2017-05-27,Paud Road,62,55
2017-05-28,Paud Road,45,75
2017-05-29,Paud Road,48,17
2017-05-30,Paud Road,58,57
2017-05-31,Paud Road,66,78
2017-06-01,Paud Road,71,76
2017-06-02,Paud Road,69,57
2017-06-03,Paud Road,62,39
2017-06-04,Paud Road,39,54
2017-06-05,Paud Road,46,15
2017-06-06,Paud Road,71,4
2017-06-07,Paud Road,81,20
2017-06-08,Paud Road,65,52
2017-06-09,Paud Road,73,48
2017-06-10,Paud Road,60,89
2017-06-11,Paud Road,44,36
2017-06-12,Paud Road,46,62
2017-06-13,Paud Road,75,83
2017-06-14,Paud Road,73,35
2017-06-15,Paud Road,69,89
2017-06-16,Paud Road,62,27
2017-06-17,Paud Road,55,10
2017-06-18,Paud Road,41,79
2017-06-19,Paud Road,42,44
2017-06-20,Paud Road,73,52
2017-06-21,Paud Road,71,81
2017-06-22,Paud Road,66,13
2017-06-23,Paud Road,69,94
2017-06-24,Paud Road,54,6
2017-06-25,Paud Road,44,89
2017-06-26,Paud Road,51,87
2017-06-27,Paud Road,75,64
2017-06-28,Paud Road,70,9
2017-06-29,Paud Road,76,91
2015-11-01,Pune Station Road,6,98
2015-11-02,Pune Station Road,6,47
2015-11-03,Pune Station Road,8,0
2015-11-04,Pune Station Road,8,40
2015-11-05,Pune Station Road,7,54
2015-11-06,Pune Station Road,8,68
2015-11-07,Pune Station Road,10,90
2015-11-08,Pune Station Road,3,46
2015-11-09,Pune Station Road,4,85
2015-11-10,Pune Station Road,11,7
2015-11-11,Pune Station Road,6,62
2015-11-12,Pune Station Road,12,3
2015-11-13,Pune Station Road,8,37
2015-11-14,Pune Station Road,6,89
2015-11-15,Pune Station Road,5,14
2015-11-16,Pune Station Road,5,32
2015-11-17,Pune Station Road,8,53
2015-11-18,Pune Station Road,9,65
2015-11-19,Pune Station Road,6,50
2015-11-20,Pune Station Road,8,9
2015-11-21,Pune Station Road,7,18
2015-11-22,Pune Station Road,6,60
2015-11-23,Pune Station Road,7,30
2015-11-24,Pune Station Road,9,17
2015-11-25,Pune Station Road,6,92
2015-11-26,Pune Station Road,8,28
2015-11-27,Pune Station Road,6,87
2015-11-28,Pune Station Road,6,48
2015-11-29,Pune Station Road,10,2
2015-11-30,Pune Station Road,9,57
2015-12-01,Pune Station Road,7,9
2015-12-02,Pune Station Road,11,28
2015-12-03,Pune Station Road,9,8
2015-12-04,Pune Station Road,9,18
2015-12-05,Pune Station Road,6,76
2015-12-06,Pune Station Road,4,55
2015-12-07,Pune Station Road,8,8
2015-12-08,Pune Station Road,7,31
2015-12-09,Pune Station Road,8,42
2015-12-10,Pune Station Road,9,5
2015-12-11,Pune Station Road,7,97
2015-12-12,Pune Station Road,7,50
2015-12-13,Pune Station Road,7,67
2015-12-14,Pune Station Road,6,89
2015-12-15,Pune Station Road,10,10
2015-12-16,Pune Station Road,7,52
2015-12-17,Pune Station Road,8,3
2015-12-18,Pune Station Road,9,23
2015-12-19,Pune Station Road,10,57
2015-12-20,Pune Station Road,8,97
2015-12-21,Pune Station Road,5,11
2015-12-22,Pune Station Road,9,54
2015-12-23,Pune Station Road,6,30
2015-12-24,Pune Station Road,6,43
2015-12-25,Pune Station Road,4,50
2015-12-26,Pune Station Road,5,88
2015-12-27,Pune Station Road,7,90
2015-12-28,Pune Station Road,7,87
2015-12-29,Pune Station Road,5,67
2015-12-30,Pune Station Road,6,61
2015-12-31,Pune Station Road,6,53
2016-01-01,Pune Station Road,1,50
2016-01-02,Pune Station Road,2,5
2016-01-03,Pune Station Road,5,0
2016-01-04,Pune Station Road,7,12
2016-01-05,Pune Station Road,6,87
2016-01-06,Pune Station Road,7,10
2016-01-07,Pune Station Road,10,9
2016-01-08,Pune Station Road,7,39
2016-01-09,Pune Station Road,7,26
2016-01-10,Pune Station Road,7,78
2016-01-11,Pune Station Road,4,56
2016-01-12,Pune Station Road,6,70
2016-01-13,Pune Station Road,5,24
2016-01-14,Pune Station Road,8,6
2016-01-15,Pune Station Road,5,6
2016-01-16,Pune Station Road,6,78
2016-01-17,Pune Station Road,3,92
2016-01-18,Pune Station Road,8,15
2016-01-19,Pune Station Road,7,1
2016-01-20,Pune Station Road,12,98
2016-01-21,Pune Station Road,10,79
2016-01-22,Pune Station Road,10,15
2016-01-23,Pune Station Road,8,59
2016-01-24,Pune Station Road,5,50
2016-01-25,Pune Station Road,8,13
2016-01-26,Pune Station Road,8,4
2016-01-27,Pune Station Road,10,86
2016-01-28,Pune Station Road,11,61
2016-01-29,Pune Station Road,7,8
2016-01-30,Pune Station Road,9,12
2016-01-31,Pune Station Road,10,46
2016-02-01,Pune Station Road,10,84
2016-02-02,Pune Station Road,12,0
2016-02-03,Pune Station Road,10,85
2016-02-04,Pune Station Road,9,19
2016-02-05,Pune Station Road,9,64
2016-02-06,Pune Station Road,10,3
2016-02-07,Pune Station Road,8,73
2016-02-08,Pune Station Road,8,41
2016-02-09,Pune Station Road,10,90
2016-02-10,Pune Station Road,10,85
2016-02-11,Pune Station Road,12,89
2016-02-12,Pune Station Road,12,16
2016-02-13,Pune Station Road,10,21
2016-02-14,Pune Station Road,10,58
2016-02-15,Pune Station Road,10,55
2016-02-16,Pune Station Road,8,85
2016-02-17,Pune Station Road,11,75
2016-02-18,Pune Station Road,10,53
2016-02-19,Pune Station Road,8,83
2016-02-20,Pune Station Road,8,54
2016-02-21,Pune Station Road,10,73
2016-02-22,Pune Station Road,8,44
2016-02-23,Pune Station Road,12,83
2016-02-24,Pune Station Road,15,3
2016-02-25,Pune Station Road,10,51
2016-02-26,Pune Station Road,10,3
2016-02-27,Pune Station Road,8,46
2016-02-28,Pune Station Road,7,1
2016-02-29,Pune Station Road,8,3
2016-03-01,Pune Station Road,12,51
2016-03-02,Pune Station Road,15,49
2016-03-03,Pune Station Road,13,53
2016-03-04,Pune Station Road,9,37
2016-03-05,Pune Station Road,12,25
2016-03-06,Pune Station Road,6,47
2016-03-07,Pune Station Road,8,16
2016-03-08,Pune Station Road,14,71
2016-03-09,Pune Station Road,11,0
2016-03-10,Pune Station Road,14,31
2016-03-11,Pune Station Road,9,62
2016-03-12,Pune Station Road,12,84
2016-03-13,Pune Station Road,6,53
2016-03-14,Pune Station Road,9,17
2016-03-15,Pune Station Road,12,66
2016-03-16,Pune Station Road,9,22
2016-03-17,Pune Station Road,12,33
2016-03-18,Pune Station Road,10,5
2016-03-19,Pune Station Road,13,25
2016-03-20,Pune Station Road,6,99
2016-03-21,Pune Station Road,6,15
2016-03-22,Pune Station Road,12,7
2016-03-23,Pune Station Road,13,99
2016-03-24,Pune Station Road,8,88
2016-03-25,Pune Station Road,10,43
2016-03-26,Pune Station Road,10,3
2016-03-27,Pune Station Road,10,31
2016-03-28,Pune Station Road,5,24
2016-03-29,Pune Station Road,14,60
2016-03-30,Pune Station Road,12,77
2016-03-31,Pune Station Road,12,87
2016-04-01,Pune Station Road,9,43
2016-04-02,Pune Station Road,12,59
2016-04-03,Pune Station Road,7,95
2016-04-04,Pune Station Road,10,48
2016-04-05,Pune Station Road,15,33
2016-04-06,Pune Station Road,11,62
2016-04-07,Pune Station Road,11,95
2016-04-08,Pune Station Road,15,98
2016-04-09,Pune Station Road,8,96
2016-04-10,Pune Station Road,9,7
2016-04-11,Pune Station Road,9,2
2016-04-12,Pune Station Road,13,82
2016-04-13,Pune Station Road,14,96
2016-04-14,Pune Station Road,12,31
2016-04-15,Pune Station Road,14,32
2016-04-16,Pune Station Road,10,65
2016-04-17,Pune Station Road,9,44
2016-04-18,Pune Station Road,12,46
2016-04-19,Pune Station Road,14,65
2016-04-20,Pune Station Road,15,7
2016-04-21,Pune Station Road,15,23
2016-04-22,Pune Station Road,9,84
2016-04-23,Pune Station Road,12,47
2016-04-24,Pune Station Road,8,74
2016-04-25,Pune Station Road,9,73
2016-04-26,Pune Station Road,11,76
2016-04-27,Pune Station Road,13,41
2016-04-28,Pune Station Road,12,7
2016-04-29,Pune Station Road,12,64
2016-04-30,Pune Station Road,14,25
2016-05-01,Pune Station Road,10,76
2016-05-02,Pune Station Road,8,16
2016-05-03,Pune Station Road,14,45
2016-05-04,Pune Station Road,13,43
2016-05-05,Pune Station Road,12,83
2016-05-06,Pune Station Road,15,81
2016-05-07,Pune Station Road,11,77
2016-05-08,Pune Station Road,8,36
2016-05-09,Pune Station Road,7,67
