DateTime,Junction,Vehicles,ID
2016-03-20 01:00:00,4,75,40
2016-03-27 01:00:00,4,2,54
2016-04-03 01:00:00,4,35,15
2016-04-10 01:00:00,4,85,38
2016-04-17 01:00:00,4,76,13
2016-04-24 01:00:00,4,94,46
2016-05-01 01:00:00,4,63,99
2016-05-08 01:00:00,4,95,15
2016-05-15 01:00:00,4,27,73
2016-05-22 01:00:00,4,61,37
2016-05-29 01:00:00,4,2,60
2016-06-05 01:00:00,4,55,88
2016-06-12 01:00:00,4,44,18
2016-06-19 01:00:00,4,83,31
2016-06-26 01:00:00,4,93,16
2016-07-03 01:00:00,4,82,13
2016-07-10 01:00:00,4,93,49
2016-07-17 01:00:00,4,78,26
2016-07-24 01:00:00,4,82,39
2016-07-31 01:00:00,4,9,52
2016-08-07 01:00:00,4,86,42
2016-08-14 01:00:00,4,5,52
2016-08-21 01:00:00,4,66,16
2016-08-28 01:00:00,4,35,80
2016-09-04 01:00:00,4,84,11
2016-09-11 01:00:00,4,67,58
2016-09-18 01:00:00,4,5,53
2016-09-25 01:00:00,4,72,39
2016-10-02 01:00:00,4,63,54
2016-10-09 01:00:00,4,22,3
2016-10-16 01:00:00,4,5,6
2016-10-23 01:00:00,4,84,94
2016-10-30 01:00:00,4,93,7
2016-11-06 01:00:00,4,66,37
2016-11-13 01:00:00,4,20,0
2016-11-20 01:00:00,4,94,58
2016-11-27 01:00:00,4,11,85
2016-12-04 01:00:00,4,98,37
2016-12-11 01:00:00,4,26,37
2016-12-18 01:00:00,4,83,55
2016-12-25 01:00:00,4,16,47
2017-01-01 01:00:00,4,47,83
2017-01-08 01:00:00,4,98,5
2017-01-15 01:00:00,4,85,5
2017-01-22 01:00:00,4,88,26
2017-01-29 01:00:00,4,80,50
2017-02-05 01:00:00,4,98,33
2017-02-12 01:00:00,4,16,63
2017-02-19 01:00:00,4,21,65
2017-02-26 01:00:00,4,67,45
2017-03-05 01:00:00,4,68,15
2017-03-12 01:00:00,4,91,49
2017-03-19 01:00:00,4,0,42
2017-03-26 01:00:00,4,82,76
2017-04-02 01:00:00,4,57,61
2017-04-09 01:00:00,4,99,7
2017-04-16 01:00:00,4,55,67
2017-04-23 01:00:00,4,77,55
2017-04-30 01:00:00,4,51,66
2017-05-07 01:00:00,4,39,43
2017-05-14 01:00:00,4,41,91
2017-05-21 01:00:00,4,61,42
2017-05-28 01:00:00,4,83,46
2017-06-04 01:00:00,4,60,2
2017-06-11 01:00:00,4,84,73
2017-06-18 01:00:00,4,53,45
2017-06-25 01:00:00,4,79,73
2017-07-02 01:00:00,4,90,88
2017-07-09 01:00:00,4,3,65
2017-07-16 01:00:00,4,60,51
2017-07-23 01:00:00,4,25,69
2017-07-30 01:00:00,4,97,22
2017-08-06 01:00:00,4,7,50
2017-08-13 01:00:00,4,89,92
2017-08-20 01:00:00,4,13,15
2017-08-27 01:00:00,4,0,94
2017-09-03 01:00:00,4,94,9
2017-09-10 01:00:00,4,35,13
2017-09-17 01:00:00,4,32,8
2017-09-24 01:00:00,4,13,37
