DateTime,Vehicles,ID,Junction
2014-11-07 21:00:00,17,20141107211,Vidya Nagar
2014-11-07 22:00:00,16,20141107221,Vidya Nagar
2014-11-07 23:00:00,15,20141107231,Vidya Nagar
2014-11-08 00:00:00,13,20141108001,Vidya Nagar
2014-11-08 01:00:00,16,20141108011,Vidya Nagar
2014-11-08 02:00:00,11,20141108021,Vidya Nagar
2014-11-08 03:00:00,8,20141108031,Vidya Nagar
2014-11-08 04:00:00,10,20141108041,Vidya Nagar
2014-11-08 05:00:00,10,20141108051,Vidya Nagar
2014-11-08 06:00:00,10,20141108061,Vidya Nagar
2014-11-08 07:00:00,9,20141108071,Vidya Nagar
2014-11-08 08:00:00,11,20141108081,Vidya Nagar
2014-11-08 09:00:00,12,20141108091,Vidya Nagar
2014-11-08 10:00:00,18,20141108101,Vidya Nagar
2014-11-08 11:00:00,14,20141108111,Vidya Nagar
2014-11-08 12:00:00,17,20141108121,Vidya Nagar
2014-11-08 13:00:00,14,20141108131,Vidya Nagar
2014-11-08 14:00:00,14,20141108141,Vidya Nagar
2014-11-08 15:00:00,14,20141108151,Vidya Nagar
2014-11-08 16:00:00,12,20141108161,Vidya Nagar
2014-11-08 17:00:00,14,20141108171,Vidya Nagar
2014-11-08 18:00:00,18,20141108181,Vidya Nagar
2014-11-08 19:00:00,13,20141108191,Vidya Nagar
2014-11-08 20:00:00,16,20141108201,Vidya Nagar
2014-11-08 21:00:00,18,20141108211,Vidya Nagar
2014-11-08 22:00:00,14,20141108221,Vidya Nagar
2014-11-08 23:00:00,14,20141108231,Vidya Nagar
2014-11-09 00:00:00,13,20141109001,Vidya Nagar
2014-11-09 01:00:00,15,20141109011,Vidya Nagar
2014-11-09 02:00:00,11,20141109021,Vidya Nagar
2014-11-09 03:00:00,10,20141109031,Vidya Nagar
2014-11-09 04:00:00,9,20141109041,Vidya Nagar
2014-11-09 05:00:00,8,20141109051,Vidya Nagar
2014-11-09 06:00:00,8,20141109061,Vidya Nagar
2014-11-09 07:00:00,10,20141109071,Vidya Nagar
2014-11-09 08:00:00,11,20141109081,Vidya Nagar
2014-11-09 09:00:00,17,20141109091,Vidya Nagar
2014-11-09 10:00:00,19,20141109101,Vidya Nagar
2014-11-09 11:00:00,22,20141109111,Vidya Nagar
2014-11-09 12:00:00,23,20141109121,Vidya Nagar
2014-11-09 13:00:00,23,20141109131,Vidya Nagar
2014-11-09 14:00:00,24,20141109141,Vidya Nagar
2014-11-09 15:00:00,24,20141109151,Vidya Nagar
2014-11-09 16:00:00,19,20141109161,Vidya Nagar
2014-11-09 17:00:00,19,20141109171,Vidya Nagar
2014-11-09 18:00:00,20,20141109181,Vidya Nagar
2014-11-09 19:00:00,31,20141109191,Vidya Nagar
2014-11-09 20:00:00,25,20141109201,Vidya Nagar
2014-11-09 21:00:00,35,20141109211,Vidya Nagar
2014-11-09 22:00:00,21,20141109221,Vidya Nagar
2014-11-09 23:00:00,24,20141109231,Vidya Nagar
2014-11-10 00:00:00,19,20141110001,Vidya Nagar
2014-11-10 01:00:00,19,20141110011,Vidya Nagar
2014-11-10 02:00:00,18,20141110021,Vidya Nagar
2014-11-10 03:00:00,17,20141110031,Vidya Nagar
2014-11-10 04:00:00,12,20141110041,Vidya Nagar
2014-11-10 05:00:00,10,20141110051,Vidya Nagar
2014-11-10 06:00:00,14,20141110061,Vidya Nagar
2014-11-10 07:00:00,15,20141110071,Vidya Nagar
2014-11-10 08:00:00,14,20141110081,Vidya Nagar
2014-11-10 09:00:00,34,20141110091,Vidya Nagar
2014-11-10 10:00:00,40,20141110101,Vidya Nagar
2014-11-10 11:00:00,38,20141110111,Vidya Nagar
2014-11-10 12:00:00,36,20141110121,Vidya Nagar
2014-11-10 13:00:00,27,20141110131,Vidya Nagar
2014-11-10 14:00:00,48,20141110141,Vidya Nagar
2014-11-10 15:00:00,43,20141110151,Vidya Nagar
2014-11-10 16:00:00,41,20141110161,Vidya Nagar
2014-11-10 17:00:00,35,20141110171,Vidya Nagar
2014-11-10 18:00:00,40,20141110181,Vidya Nagar
2014-11-10 19:00:00,40,20141110191,Vidya Nagar
2014-11-10 20:00:00,40,20141110201,Vidya Nagar
2014-11-10 21:00:00,36,20141110211,Vidya Nagar
2014-11-10 22:00:00,37,20141110221,Vidya Nagar
2014-11-10 23:00:00,35,20141110231,Vidya Nagar
2014-11-11 00:00:00,28,20141111001,Vidya Nagar
2014-11-11 01:00:00,25,20141111011,Vidya Nagar
2014-11-11 02:00:00,19,20141111021,Vidya Nagar
2014-11-11 03:00:00,21,20141111031,Vidya Nagar
2014-11-11 04:00:00,20,20141111041,Vidya Nagar
2014-11-11 05:00:00,15,20141111051,Vidya Nagar
2014-11-11 06:00:00,17,20141111061,Vidya Nagar
2014-11-11 07:00:00,14,20141111071,Vidya Nagar
2014-11-11 08:00:00,19,20141111081,Vidya Nagar
2014-11-11 09:00:00,22,20141111091,Vidya Nagar
2014-11-11 10:00:00,30,20141111101,Vidya Nagar
2014-11-11 11:00:00,26,20141111111,Vidya Nagar
2014-11-11 12:00:00,26,20141111121,Vidya Nagar
2014-11-11 13:00:00,23,20141111131,Vidya Nagar
2014-11-11 14:00:00,23,20141111141,Vidya Nagar
2014-11-11 15:00:00,24,20141111151,Vidya Nagar
2014-11-11 16:00:00,22,20141111161,Vidya Nagar
2014-11-11 17:00:00,24,20141111171,Vidya Nagar
2014-11-11 18:00:00,26,20141111181,Vidya Nagar
2014-11-11 19:00:00,27,20141111191,Vidya Nagar
2014-11-11 20:00:00,22,20141111201,Vidya Nagar
2014-11-11 21:00:00,23,20141111211,Vidya Nagar
2014-11-11 22:00:00,22,20141111221,Vidya Nagar
2014-11-11 23:00:00,22,20141111231,Vidya Nagar
2014-11-12 00:00:00,22,20141112001,Vidya Nagar
2014-11-12 01:00:00,17,20141112011,Vidya Nagar
2014-11-12 02:00:00,15,20141112021,Vidya Nagar
2014-11-12 03:00:00,12,20141112031,Vidya Nagar
2014-11-12 04:00:00,13,20141112041,Vidya Nagar
2014-11-12 05:00:00,9,20141112051,Vidya Nagar
2014-11-12 06:00:00,14,20141112061,Vidya Nagar
2014-11-12 07:00:00,13,20141112071,Vidya Nagar
2014-11-12 08:00:00,15,20141112081,Vidya Nagar
2014-11-12 09:00:00,27,20141112091,Vidya Nagar
2014-11-12 10:00:00,39,20141112101,Vidya Nagar
2014-11-12 11:00:00,40,20141112111,Vidya Nagar
2014-11-12 12:00:00,36,20141112121,Vidya Nagar
2014-11-12 13:00:00,34,20141112131,Vidya Nagar
2014-11-12 14:00:00,33,20141112141,Vidya Nagar
2014-11-12 15:00:00,28,20141112151,Vidya Nagar
2014-11-12 16:00:00,30,20141112161,Vidya Nagar
2014-11-12 17:00:00,26,20141112171,Vidya Nagar
2014-11-12 18:00:00,30,20141112181,Vidya Nagar
2014-11-12 19:00:00,35,20141112191,Vidya Nagar
2014-11-12 20:00:00,38,20141112201,Vidya Nagar
2014-11-12 21:00:00,34,20141112211,Vidya Nagar
2014-11-12 22:00:00,30,20141112221,Vidya Nagar
2014-11-12 23:00:00,27,20141112231,Vidya Nagar
2014-11-13 00:00:00,24,20141113001,Vidya Nagar
2014-11-13 01:00:00,21,20141113011,Vidya Nagar
2014-11-13 02:00:00,16,20141113021,Vidya Nagar
2014-11-13 03:00:00,16,20141113031,Vidya Nagar
2014-11-13 04:00:00,13,20141113041,Vidya Nagar
2014-11-13 05:00:00,11,20141113051,Vidya Nagar
2014-11-13 06:00:00,13,20141113061,Vidya Nagar
2014-11-13 07:00:00,15,20141113071,Vidya Nagar
2014-11-13 08:00:00,17,20141113081,Vidya Nagar
2014-11-13 09:00:00,18,20141113091,Vidya Nagar
2014-11-13 10:00:00,24,20141113101,Vidya Nagar
2014-11-13 11:00:00,41,20141113111,Vidya Nagar
2014-11-13 12:00:00,29,20141113121,Vidya Nagar
2014-11-13 13:00:00,25,20141113131,Vidya Nagar
2014-11-13 14:00:00,25,20141113141,Vidya Nagar
2014-11-13 15:00:00,26,20141113151,Vidya Nagar
2014-11-13 16:00:00,25,20141113161,Vidya Nagar
2014-11-13 17:00:00,24,20141113171,Vidya Nagar
2014-11-13 18:00:00,26,20141113181,Vidya Nagar
2014-11-13 19:00:00,24,20141113191,Vidya Nagar
2014-11-13 20:00:00,28,20141113201,Vidya Nagar
2014-11-13 21:00:00,22,20141113211,Vidya Nagar
2014-11-13 22:00:00,23,20141113221,Vidya Nagar
2014-11-13 23:00:00,18,20141113231,Vidya Nagar
2014-11-14 00:00:00,21,20141114001,Vidya Nagar
2014-11-14 01:00:00,20,20141114011,Vidya Nagar
2014-11-14 02:00:00,15,20141114021,Vidya Nagar
2014-11-14 03:00:00,13,20141114031,Vidya Nagar
2014-11-14 04:00:00,10,20141114041,Vidya Nagar
2014-11-14 05:00:00,10,20141114051,Vidya Nagar
2014-11-14 06:00:00,12,20141114061,Vidya Nagar
2014-11-14 07:00:00,9,20141114071,Vidya Nagar
2014-11-14 08:00:00,11,20141114081,Vidya Nagar
2014-11-14 09:00:00,15,20141114091,Vidya Nagar
2014-11-14 10:00:00,16,20141114101,Vidya Nagar
2014-11-14 11:00:00,16,20141114111,Vidya Nagar
2014-11-14 12:00:00,12,20141114121,Vidya Nagar
2014-11-14 13:00:00,11,20141114131,Vidya Nagar
2014-11-14 14:00:00,14,20141114141,Vidya Nagar
2014-11-14 15:00:00,16,20141114151,Vidya Nagar
2014-11-14 16:00:00,18,20141114161,Vidya Nagar
2014-11-14 17:00:00,13,20141114171,Vidya Nagar
2014-11-14 18:00:00,17,20141114181,Vidya Nagar
2014-11-14 19:00:00,15,20141114191,Vidya Nagar
2014-11-14 20:00:00,19,20141114201,Vidya Nagar
2014-11-14 21:00:00,15,20141114211,Vidya Nagar
2014-11-14 22:00:00,19,20141114221,Vidya Nagar
2014-11-14 23:00:00,15,20141114231,Vidya Nagar
2014-11-15 00:00:00,15,20141115001,Vidya Nagar
2014-11-15 01:00:00,13,20141115011,Vidya Nagar
2014-11-15 02:00:00,14,20141115021,Vidya Nagar
2014-11-15 03:00:00,10,20141115031,Vidya Nagar
2014-11-15 04:00:00,8,20141115041,Vidya Nagar
2014-11-15 05:00:00,9,20141115051,Vidya Nagar
2014-11-15 06:00:00,9,20141115061,Vidya Nagar
2014-11-15 07:00:00,9,20141115071,Vidya Nagar
2014-11-15 08:00:00,9,20141115081,Vidya Nagar
2014-11-15 09:00:00,16,20141115091,Vidya Nagar
2014-11-15 10:00:00,18,20141115101,Vidya Nagar
2014-11-15 11:00:00,18,20141115111,Vidya Nagar
2014-11-15 12:00:00,17,20141115121,Vidya Nagar
2014-11-15 13:00:00,18,20141115131,Vidya Nagar
2014-11-15 14:00:00,14,20141115141,Vidya Nagar
2014-11-15 15:00:00,15,20141115151,Vidya Nagar
2014-11-15 16:00:00,13,20141115161,Vidya Nagar
2014-11-15 17:00:00,15,20141115171,Vidya Nagar
2014-11-15 18:00:00,19,20141115181,Vidya Nagar
2014-11-15 19:00:00,18,20141115191,Vidya Nagar
2014-11-15 20:00:00,21,20141115201,Vidya Nagar
2014-11-15 21:00:00,17,20141115211,Vidya Nagar
2014-11-15 22:00:00,17,20141115221,Vidya Nagar
2014-11-15 23:00:00,15,20141115231,Vidya Nagar
2014-11-16 00:00:00,17,20141116001,Vidya Nagar
2014-11-16 01:00:00,14,20141116011,Vidya Nagar
2014-11-16 02:00:00,13,20141116021,Vidya Nagar
2014-11-16 03:00:00,15,20141116031,Vidya Nagar
2014-11-16 04:00:00,12,20141116041,Vidya Nagar
2014-11-16 05:00:00,12,20141116051,Vidya Nagar
2014-11-16 06:00:00,13,20141116061,Vidya Nagar
2014-11-16 07:00:00,14,20141116071,Vidya Nagar
2014-11-16 08:00:00,13,20141116081,Vidya Nagar
2014-11-16 09:00:00,16,20141116091,Vidya Nagar
2014-11-16 10:00:00,26,20141116101,Vidya Nagar
2014-11-16 11:00:00,21,20141116111,Vidya Nagar
2014-11-16 12:00:00,26,20141116121,Vidya Nagar
2014-11-16 13:00:00,24,20141116131,Vidya Nagar
2014-11-16 14:00:00,26,20141116141,Vidya Nagar
2014-11-16 15:00:00,22,20141116151,Vidya Nagar
2014-11-16 16:00:00,24,20141116161,Vidya Nagar
2014-11-16 17:00:00,26,20141116171,Vidya Nagar
2014-11-16 18:00:00,23,20141116181,Vidya Nagar
2014-11-16 19:00:00,29,20141116191,Vidya Nagar
2014-11-16 20:00:00,31,20141116201,Vidya Nagar
2014-11-16 21:00:00,27,20141116211,Vidya Nagar
2014-11-16 22:00:00,27,20141116221,Vidya Nagar
2014-11-16 23:00:00,26,20141116231,Vidya Nagar
2014-11-17 00:00:00,23,20141117001,Vidya Nagar
2014-11-17 01:00:00,21,20141117011,Vidya Nagar
2014-11-17 02:00:00,19,20141117021,Vidya Nagar
2014-11-17 03:00:00,16,20141117031,Vidya Nagar
2014-11-17 04:00:00,11,20141117041,Vidya Nagar
2014-11-17 05:00:00,11,20141117051,Vidya Nagar
2014-11-17 06:00:00,15,20141117061,Vidya Nagar
2014-11-17 07:00:00,12,20141117071,Vidya Nagar
2014-11-17 08:00:00,12,20141117081,Vidya Nagar
2014-11-17 09:00:00,18,20141117091,Vidya Nagar
2014-11-17 10:00:00,31,20141117101,Vidya Nagar
2014-11-17 11:00:00,42,20141117111,Vidya Nagar
2014-11-17 12:00:00,37,20141117121,Vidya Nagar
2014-11-17 13:00:00,30,20141117131,Vidya Nagar
2014-11-17 14:00:00,33,20141117141,Vidya Nagar
2014-11-17 15:00:00,28,20141117151,Vidya Nagar
2014-11-17 16:00:00,29,20141117161,Vidya Nagar
2014-11-17 17:00:00,28,20141117171,Vidya Nagar
2014-11-17 18:00:00,28,20141117181,Vidya Nagar
2014-11-17 19:00:00,31,20141117191,Vidya Nagar
2014-11-17 20:00:00,28,20141117201,Vidya Nagar
2014-11-17 21:00:00,26,20141117211,Vidya Nagar
2014-11-17 22:00:00,26,20141117221,Vidya Nagar
2014-11-17 23:00:00,27,20141117231,Vidya Nagar
2014-11-18 00:00:00,24,20141118001,Vidya Nagar
2014-11-18 01:00:00,23,20141118011,Vidya Nagar
2014-11-18 02:00:00,20,20141118021,Vidya Nagar
2014-11-18 03:00:00,19,20141118031,Vidya Nagar
2014-11-18 04:00:00,20,20141118041,Vidya Nagar
2014-11-18 05:00:00,16,20141118051,Vidya Nagar
2014-11-18 06:00:00,19,20141118061,Vidya Nagar
2014-11-18 07:00:00,16,20141118071,Vidya Nagar
2014-11-18 08:00:00,17,20141118081,Vidya Nagar
2014-11-18 09:00:00,19,20141118091,Vidya Nagar
2014-11-18 10:00:00,30,20141118101,Vidya Nagar
2014-11-18 11:00:00,44,20141118111,Vidya Nagar
2014-11-18 12:00:00,35,20141118121,Vidya Nagar
2014-11-18 13:00:00,34,20141118131,Vidya Nagar
2014-11-18 14:00:00,31,20141118141,Vidya Nagar
2014-11-18 15:00:00,31,20141118151,Vidya Nagar
2014-11-18 16:00:00,28,20141118161,Vidya Nagar
2014-11-18 17:00:00,34,20141118171,Vidya Nagar
2014-11-18 18:00:00,37,20141118181,Vidya Nagar
2014-11-18 19:00:00,37,20141118191,Vidya Nagar
2014-11-18 20:00:00,34,20141118201,Vidya Nagar
2014-11-18 21:00:00,31,20141118211,Vidya Nagar
2014-11-18 22:00:00,29,20141118221,Vidya Nagar
2014-11-18 23:00:00,28,20141118231,Vidya Nagar
2014-11-19 00:00:00,32,20141119001,Vidya Nagar
2014-11-19 01:00:00,23,20141119011,Vidya Nagar
2014-11-19 02:00:00,20,20141119021,Vidya Nagar
2014-11-19 03:00:00,16,20141119031,Vidya Nagar
2014-11-19 04:00:00,18,20141119041,Vidya Nagar
2014-11-19 05:00:00,17,20141119051,Vidya Nagar
2014-11-19 06:00:00,16,20141119061,Vidya Nagar
2014-11-19 07:00:00,17,20141119071,Vidya Nagar
2014-11-19 08:00:00,18,20141119081,Vidya Nagar
2014-11-19 09:00:00,25,20141119091,Vidya Nagar
2014-11-19 10:00:00,31,20141119101,Vidya Nagar
2014-11-19 11:00:00,32,20141119111,Vidya Nagar
2014-11-19 12:00:00,31,20141119121,Vidya Nagar
2014-11-19 13:00:00,29,20141119131,Vidya Nagar
2014-11-19 14:00:00,31,20141119141,Vidya Nagar
2014-11-19 15:00:00,31,20141119151,Vidya Nagar
2014-11-19 16:00:00,30,20141119161,Vidya Nagar
2014-11-19 17:00:00,28,20141119171,Vidya Nagar
2014-11-19 18:00:00,29,20141119181,Vidya Nagar
2014-11-19 19:00:00,36,20141119191,Vidya Nagar
2014-11-19 20:00:00,29,20141119201,Vidya Nagar
2014-11-19 21:00:00,28,20141119211,Vidya Nagar
2014-11-19 22:00:00,30,20141119221,Vidya Nagar
2014-11-19 23:00:00,29,20141119231,Vidya Nagar
2014-11-20 00:00:00,24,20141120001,Vidya Nagar
2014-11-20 01:00:00,20,20141120011,Vidya Nagar
2014-11-20 02:00:00,15,20141120021,Vidya Nagar
2014-11-20 03:00:00,14,20141120031,Vidya Nagar
2014-11-20 04:00:00,13,20141120041,Vidya Nagar
2014-11-20 05:00:00,8,20141120051,Vidya Nagar
2014-11-20 06:00:00,12,20141120061,Vidya Nagar
2014-11-20 07:00:00,14,20141120071,Vidya Nagar
2014-11-20 08:00:00,15,20141120081,Vidya Nagar
2014-11-20 09:00:00,20,20141120091,Vidya Nagar
2014-11-20 10:00:00,26,20141120101,Vidya Nagar
2014-11-20 11:00:00,26,20141120111,Vidya Nagar
2014-11-20 12:00:00,26,20141120121,Vidya Nagar
2014-11-20 13:00:00,21,20141120131,Vidya Nagar
2014-11-20 14:00:00,26,20141120141,Vidya Nagar
2014-11-20 15:00:00,29,20141120141,Vidya Nagar
2014-11-20 16:00:00,20,20141120161,Vidya Nagar
2014-11-20 17:00:00,22,20141120171,Vidya Nagar
2014-11-20 18:00:00,25,20141120181,Vidya Nagar
2014-11-20 19:00:00,27,20141120191,Vidya Nagar
2014-11-20 20:00:00,26,20141120201,Vidya Nagar
2014-11-20 21:00:00,24,20141120211,Vidya Nagar
2014-11-20 22:00:00,25,20141120221,Vidya Nagar
2014-11-20 23:00:00,21,20141120231,Vidya Nagar
2014-11-21 00:00:00,17,20141121001,Vidya Nagar
