DateTime,Junction,Vehicles
2016-01-26,Paud Road,27
2016-01-27,Paud Road,27
2016-01-28,Paud Road,26
2016-01-29,Paud Road,29
2016-01-30,Paud Road,25
2016-01-31,Paud Road,21
2016-02-01,Paud Road,19
2016-02-02,Paud Road,31
2016-02-03,Paud Road,28
2016-02-04,Paud Road,29
2016-02-05,Paud Road,34
2016-02-06,Paud Road,27
2016-02-07,Paud Road,26
2016-02-08,Paud Road,26
2016-02-09,Paud Road,45
2016-02-10,Paud Road,35
2016-02-11,Paud Road,34
2016-02-12,Paud Road,36
2016-02-13,Paud Road,26
2016-02-14,Paud Road,20
2016-02-15,Paud Road,22
2016-02-16,Paud Road,28
2016-02-17,Paud Road,28
2016-02-18,Paud Road,35
2016-02-19,Paud Road,30
2016-02-20,Paud Road,29
2016-02-21,Paud Road,24
2016-02-22,Paud Road,21
2016-02-23,Paud Road,31
2016-02-24,Paud Road,33
2016-02-25,Paud Road,34
2016-02-26,Paud Road,38
2016-02-27,Paud Road,28
2016-02-28,Paud Road,25
2016-02-29,Paud Road,26
2016-03-01,Paud Road,39
2016-03-02,Paud Road,36
2016-03-03,Paud Road,32
2016-03-04,Paud Road,33
2016-03-05,Paud Road,28
2016-03-06,Paud Road,24
2016-03-07,Paud Road,22
2016-03-08,Paud Road,28
2016-03-09,Paud Road,30
2016-03-10,Paud Road,28
2016-03-11,Paud Road,27
2016-03-12,Paud Road,24
2016-03-13,Paud Road,22
2016-03-14,Paud Road,24
2016-03-15,Paud Road,30
2016-03-16,Paud Road,24
2016-03-17,Paud Road,28
2016-03-18,Paud Road,27
2016-03-19,Paud Road,25
2016-03-20,Paud Road,21
2016-03-21,Paud Road,22
2016-03-22,Paud Road,30
2016-03-23,Paud Road,29
2016-03-24,Paud Road,25
2016-03-25,Paud Road,28
2016-03-26,Paud Road,24
2016-03-27,Paud Road,19
2016-03-28,Paud Road,22
2016-03-29,Paud Road,31
2016-03-30,Paud Road,33
2016-03-31,Paud Road,30
2016-04-01,Paud Road,30
2016-04-02,Paud Road,24
2016-04-03,Paud Road,21
2016-04-04,Paud Road,24
2016-04-05,Paud Road,29
2016-04-06,Paud Road,32
2016-04-07,Paud Road,25
2016-04-08,Paud Road,29
2016-04-09,Paud Road,24
2016-04-10,Paud Road,19
2016-04-11,Paud Road,21
2016-04-12,Paud Road,32
2016-04-13,Paud Road,33
2016-04-14,Paud Road,27
2016-04-15,Paud Road,29
2016-04-16,Paud Road,24
2016-04-17,Paud Road,25
2016-04-18,Paud Road,24
2016-04-19,Paud Road,34
2016-04-20,Paud Road,32
2016-04-21,Paud Road,29
2016-04-22,Paud Road,25
2016-04-23,Paud Road,28
2016-04-24,Paud Road,25
2016-04-25,Paud Road,24
2016-04-26,Paud Road,34
2016-04-27,Paud Road,29
2016-04-28,Paud Road,27
2016-04-29,Paud Road,29
2016-04-30,Paud Road,28
2016-05-01,Paud Road,23
2016-05-02,Paud Road,22
2016-05-03,Paud Road,31
2016-05-04,Paud Road,29
2016-05-05,Paud Road,30
2016-05-06,Paud Road,35
2016-05-07,Paud Road,31
2016-05-08,Paud Road,22
2016-05-09,Paud Road,29
2016-05-10,Paud Road,34
2016-05-11,Paud Road,36
2016-05-12,Paud Road,32
2016-05-13,Paud Road,31
2016-05-14,Paud Road,32
2016-05-15,Paud Road,22
2016-05-16,Paud Road,23
2016-05-17,Paud Road,38
2016-05-18,Paud Road,33
2016-05-19,Paud Road,31
2016-05-20,Paud Road,36
2016-05-21,Paud Road,27
2016-05-22,Paud Road,26
2016-05-23,Paud Road,25
2016-05-24,Paud Road,36
2016-05-25,Paud Road,35
2016-05-26,Paud Road,28
2016-05-27,Paud Road,35
2016-05-28,Paud Road,28
2016-05-29,Paud Road,19
2016-05-30,Paud Road,22
2016-05-31,Paud Road,27
2016-06-01,Paud Road,31
2016-06-02,Paud Road,28
2016-06-03,Paud Road,32
2016-06-04,Paud Road,27
2016-06-05,Paud Road,22
2016-06-06,Paud Road,28
2016-06-07,Paud Road,30
2016-06-08,Paud Road,34
2016-06-09,Paud Road,33
2016-06-10,Paud Road,35
2016-06-11,Paud Road,32
2016-06-12,Paud Road,17
2016-06-13,Paud Road,23
2016-06-14,Paud Road,34
2016-06-15,Paud Road,33
2016-06-16,Paud Road,30
2016-06-17,Paud Road,32
2016-06-18,Paud Road,33
2016-06-19,Paud Road,26
2016-06-20,Paud Road,25
2016-06-21,Paud Road,36
2016-06-22,Paud Road,38
2016-06-23,Paud Road,35
2016-06-24,Paud Road,29
2016-06-25,Paud Road,31
2016-06-26,Paud Road,24
2016-06-27,Paud Road,22
2016-06-28,Paud Road,33
2016-06-29,Paud Road,34
2016-06-30,Paud Road,38
2016-07-01,Paud Road,34
2016-07-02,Paud Road,26
2016-07-03,Paud Road,23
2016-07-04,Paud Road,19
2016-07-05,Paud Road,28
2016-07-06,Paud Road,35
2016-07-07,Paud Road,33
2016-07-08,Paud Road,32
2016-07-09,Paud Road,31
2016-07-10,Paud Road,26
2016-07-11,Paud Road,24
2016-07-12,Paud Road,40
2016-07-13,Paud Road,36
2016-07-14,Paud Road,36
2016-07-15,Paud Road,41
2016-07-16,Paud Road,33
2016-07-17,Paud Road,23
2016-07-18,Paud Road,26
2016-07-19,Paud Road,35
2016-07-20,Paud Road,44
2016-07-21,Paud Road,40
2016-07-22,Paud Road,39
2016-07-23,Paud Road,36
2016-07-24,Paud Road,27
2016-07-25,Paud Road,28
2016-07-26,Paud Road,39
2016-07-27,Paud Road,40
2016-07-28,Paud Road,42
2016-07-29,Paud Road,41
2016-07-30,Paud Road,37
2016-07-31,Paud Road,27
2016-08-01,Paud Road,27
2016-08-02,Paud Road,37
2016-08-03,Paud Road,41
2016-08-04,Paud Road,43
2016-08-05,Paud Road,38
2016-08-06,Paud Road,34
2016-08-07,Paud Road,22
2016-08-08,Paud Road,28
2016-08-09,Paud Road,40
2016-08-10,Paud Road,37
2016-08-11,Paud Road,34
2016-08-12,Paud Road,35
2016-08-13,Paud Road,34
2016-08-14,Paud Road,23
2016-08-15,Paud Road,31
2016-08-16,Paud Road,37
2016-08-17,Paud Road,42
2016-08-18,Paud Road,45
2016-08-19,Paud Road,39
2016-08-20,Paud Road,29
2016-08-21,Paud Road,28
2016-08-22,Paud Road,25
2016-08-23,Paud Road,43
2016-08-24,Paud Road,42
2016-08-25,Paud Road,16
2016-08-26,Paud Road,38
2016-08-27,Paud Road,36
2016-08-28,Paud Road,26
2016-08-29,Paud Road,31
2016-08-30,Paud Road,43
2016-08-31,Paud Road,41
2016-09-01,Paud Road,43
2016-09-02,Paud Road,42
2016-09-03,Paud Road,34
2016-09-04,Paud Road,25
2016-09-05,Paud Road,31
2016-09-06,Paud Road,31
2016-09-07,Paud Road,46
2016-09-08,Paud Road,41
2016-09-09,Paud Road,40
2016-09-10,Paud Road,36
2016-09-11,Paud Road,29
2016-09-12,Paud Road,34
2016-09-13,Paud Road,42
2016-09-14,Paud Road,45
2016-09-15,Paud Road,40
2016-09-16,Paud Road,40
2016-09-17,Paud Road,48
2016-09-18,Paud Road,36
2016-09-19,Paud Road,37
2016-09-20,Paud Road,48
2016-09-21,Paud Road,45
2016-09-22,Paud Road,53
2016-09-23,Paud Road,50
2016-09-24,Paud Road,51
2016-09-25,Paud Road,33
2016-09-26,Paud Road,43
2016-09-27,Paud Road,51
2016-09-28,Paud Road,48
2016-09-29,Paud Road,51
2016-09-30,Paud Road,49
2016-10-01,Paud Road,49
2016-10-02,Paud Road,37
2016-10-03,Paud Road,37
2016-10-04,Paud Road,54
2016-10-05,Paud Road,54
2016-10-06,Paud Road,46
2016-10-07,Paud Road,48
2016-10-08,Paud Road,41
2016-10-09,Paud Road,32
2016-10-10,Paud Road,37
2016-10-11,Paud Road,44
2016-10-12,Paud Road,52
2016-10-13,Paud Road,50
2016-10-14,Paud Road,50
2016-10-15,Paud Road,40
2016-10-16,Paud Road,37
2016-10-17,Paud Road,39
2016-10-18,Paud Road,51
2016-10-19,Paud Road,55
2016-10-20,Paud Road,60
2016-10-21,Paud Road,54
2016-10-22,Paud Road,45
2016-10-23,Paud Road,39
2016-10-24,Paud Road,41
2016-10-25,Paud Road,55
2016-10-26,Paud Road,51
2016-10-27,Paud Road,55
2016-10-28,Paud Road,50
2016-10-29,Paud Road,49
2016-10-30,Paud Road,38
2016-10-31,Paud Road,36
2016-11-01,Paud Road,52
2016-11-02,Paud Road,54
2016-11-03,Paud Road,47
2016-11-04,Paud Road,51
2016-11-05,Paud Road,48
2016-11-06,Paud Road,38
2016-11-07,Paud Road,46
2016-11-08,Paud Road,56
2016-11-09,Paud Road,50
2016-11-10,Paud Road,48
2016-11-11,Paud Road,49
2016-11-12,Paud Road,42
2016-11-13,Paud Road,38
2016-11-14,Paud Road,44
2016-11-15,Paud Road,56
2016-11-16,Paud Road,52
2016-11-17,Paud Road,53
2016-11-18,Paud Road,54
2016-11-19,Paud Road,46
2016-11-20,Paud Road,37
2016-11-21,Paud Road,44
2016-11-22,Paud Road,53
2016-11-23,Paud Road,53
2016-11-24,Paud Road,47
2016-11-25,Paud Road,43
2016-11-26,Paud Road,37
2016-11-27,Paud Road,39
2016-11-28,Paud Road,43
2016-11-29,Paud Road,60
2016-11-30,Paud Road,62
2016-12-01,Paud Road,56
2016-12-02,Paud Road,58
2016-12-03,Paud Road,60
2016-12-04,Paud Road,45
2016-12-05,Paud Road,51
2016-12-06,Paud Road,55
2016-12-07,Paud Road,56
2016-12-08,Paud Road,60
2016-12-09,Paud Road,58
2016-12-10,Paud Road,53
2016-12-11,Paud Road,41
2016-12-12,Paud Road,41
2016-12-13,Paud Road,56
2016-12-14,Paud Road,54
2016-12-15,Paud Road,56
2016-12-16,Paud Road,45
2016-12-17,Paud Road,48
2016-12-18,Paud Road,32
2016-12-19,Paud Road,38
2016-12-20,Paud Road,39
2016-12-21,Paud Road,52
2016-12-22,Paud Road,51
2016-12-23,Paud Road,40
2016-12-24,Paud Road,36
2016-12-25,Paud Road,26
2016-12-26,Paud Road,24
2016-12-27,Paud Road,33
2016-12-28,Paud Road,39
2016-12-29,Paud Road,39
2016-12-30,Paud Road,43
2016-12-31,Paud Road,35
2017-01-01,Paud Road,23
2017-01-02,Paud Road,29
2017-01-03,Paud Road,38
2017-01-04,Paud Road,51
2017-01-05,Paud Road,50
2017-01-06,Paud Road,51
2017-01-07,Paud Road,49
2017-01-08,Paud Road,33
2017-01-09,Paud Road,55
2017-01-10,Paud Road,61
2017-01-11,Paud Road,54
2017-01-12,Paud Road,54
2017-01-13,Paud Road,57
2017-01-14,Paud Road,45
2017-01-15,Paud Road,37
2017-01-16,Paud Road,39
2017-01-17,Paud Road,58
2017-01-18,Paud Road,58
2017-01-19,Paud Road,57
2017-01-20,Paud Road,62
2017-01-21,Paud Road,48
2017-01-22,Paud Road,44
2017-01-23,Paud Road,50
2017-01-24,Paud Road,60
2017-01-25,Paud Road,56
2017-01-26,Paud Road,61
2017-01-27,Paud Road,57
2017-01-28,Paud Road,57
2017-01-29,Paud Road,45
2017-01-30,Paud Road,49
2017-01-31,Paud Road,67
2017-02-01,Paud Road,60
2017-02-02,Paud Road,64
2017-02-03,Paud Road,61
2017-02-04,Paud Road,55
2017-02-05,Paud Road,41
2017-02-06,Paud Road,43
2017-02-07,Paud Road,64
2017-02-08,Paud Road,58
2017-02-09,Paud Road,57
2017-02-10,Paud Road,63
2017-02-11,Paud Road,56
2017-02-12,Paud Road,37
2017-02-13,Paud Road,47
2017-02-14,Paud Road,59
2017-02-15,Paud Road,56
2017-02-16,Paud Road,55
2017-02-17,Paud Road,56
2017-02-18,Paud Road,54
2017-02-19,Paud Road,44
2017-02-20,Paud Road,42
2017-02-21,Paud Road,60
2017-02-22,Paud Road,62
2017-02-23,Paud Road,57
2017-02-24,Paud Road,64
2017-02-25,Paud Road,54
2017-02-26,Paud Road,42
2017-02-27,Paud Road,45
2017-02-28,Paud Road,60
2017-03-01,Paud Road,57
2017-03-02,Paud Road,54
2017-03-03,Paud Road,56
2017-03-04,Paud Road,54
2017-03-05,Paud Road,44
2017-03-06,Paud Road,45
2017-03-07,Paud Road,55
2017-03-08,Paud Road,61
2017-03-09,Paud Road,59
2017-03-10,Paud Road,60
2017-03-11,Paud Road,52
2017-03-12,Paud Road,40
2017-03-13,Paud Road,44
2017-03-14,Paud Road,56
2017-03-15,Paud Road,59
2017-03-16,Paud Road,61
2017-03-17,Paud Road,56
2017-03-18,Paud Road,51
2017-03-19,Paud Road,41
2017-03-20,Paud Road,49
2017-03-21,Paud Road,64
2017-03-22,Paud Road,64
2017-03-23,Paud Road,68
2017-03-24,Paud Road,62
2017-03-25,Paud Road,56
2017-03-26,Paud Road,45
2017-03-27,Paud Road,44
2017-03-28,Paud Road,66
2017-03-29,Paud Road,61
2017-03-30,Paud Road,68
2017-03-31,Paud Road,58
2017-04-01,Paud Road,53
2017-04-02,Paud Road,48
2017-04-03,Paud Road,53
2017-04-04,Paud Road,62
2017-04-05,Paud Road,66
2017-04-06,Paud Road,62
2017-04-07,Paud Road,63
2017-04-08,Paud Road,51
2017-04-09,Paud Road,47
2017-04-10,Paud Road,54
2017-04-11,Paud Road,61
2017-04-12,Paud Road,66
2017-04-13,Paud Road,63
2017-04-14,Paud Road,56
2017-04-15,Paud Road,48
2017-04-16,Paud Road,43
2017-04-17,Paud Road,43
2017-04-18,Paud Road,61
2017-04-19,Paud Road,59
2017-04-20,Paud Road,63
2017-04-21,Paud Road,59
2017-04-22,Paud Road,55
2017-04-23,Paud Road,46
2017-04-24,Paud Road,50
2017-04-25,Paud Road,63
2017-04-26,Paud Road,61
2017-04-27,Paud Road,65
2017-04-28,Paud Road,60
2017-04-29,Paud Road,52
2017-04-30,Paud Road,42
2017-05-01,Paud Road,49
2017-05-02,Paud Road,59
2017-05-03,Paud Road,68
